;material;qtd_loja;qtd_vendas;porcentagem;status
3751;4006821;0;0;0.0;
3752;4006822;0;0;0.0;
3753;4006823;0;0;0.0;
3754;6000085;0;3;0.0;
3755;6000086;0;6;0.0;
3756;6000087;0;0;0.0;
3757;6000088;0;3;0.0;
3758;6000089;0;5;0.0;
3759;6000094;0;10;0.0;
3760;6000096;0;4;0.0;
3761;6000097;0;11;0.0;
3762;6000098;0;2;0.0;
3763;6000099;0;6;0.0;
3764;6000105;0;3;0.0;
3765;6000106;0;0;0.0;
3766;6000107;0;4;0.0;
3767;6000108;0;0;0.0;
3768;6000109;0;0;0.0;
3769;6000110;0;18;0.0;
3770;6000111;0;13;0.0;
3771;6000114;0;11;0.0;
3772;6000118;0;4;0.0;
3773;6000122;0;12;0.0;
3774;6000123;0;8;0.0;
3749;4006819;0;0;0.0;
3748;4006817;0;0;0.0;
3747;4006816;0;0;0.0;
3733;4006802;0;0;0.0;
3722;4006791;0;0;0.0;
3723;4006792;0;0;0.0;
3724;4006793;0;0;0.0;
3725;4006794;0;0;0.0;
3726;4006795;0;0;0.0;
3727;4006796;0;0;0.0;
3728;4006797;0;0;0.0;
3729;4006798;0;0;0.0;
3730;4006799;0;0;0.0;
3731;4006800;0;0;0.0;
3732;4006801;0;0;0.0;
3734;4006803;0;0;0.0;
3746;4006815;0;0;0.0;
3735;4006804;0;0;0.0;
3736;4006805;0;0;0.0;
3737;4006806;0;0;0.0;
3738;4006807;0;0;0.0;
3739;4006808;0;0;0.0;
3740;4006809;0;0;0.0;
3741;4006810;0;0;0.0;
3742;4006811;0;0;0.0;
3743;4006812;0;0;0.0;
3744;4006813;0;0;0.0;
3745;4006814;0;0;0.0;
3890;6000270;0;0;0.0;
3891;6000271;0;2;0.0;
3892;6000272;0;1;0.0;
4036;6000473;0;10;0.0;
4038;6000476;0;0;0.0;
4039;6000477;0;6;0.0;
4040;6000478;0;0;0.0;
4041;6000479;0;1;0.0;
4042;6000481;0;5;0.0;
4043;6000482;0;0;0.0;
4044;6000484;0;3;0.0;
4045;6000485;0;0;0.0;
4046;6000486;0;7;0.0;
4047;6000487;0;3;0.0;
4048;6000488;0;2;0.0;
4049;6000489;0;3;0.0;
4050;6000490;0;2;0.0;
4051;6000491;0;6;0.0;
4052;6000492;0;2;0.0;
4053;6000493;0;1;0.0;
4054;6000495;0;1;0.0;
4055;6000496;0;2;0.0;
4056;6000497;0;6;0.0;
4057;6000498;0;3;0.0;
4058;6000499;0;4;0.0;
4059;6000500;0;2;0.0;
4060;6000501;0;9;0.0;
4061;6000502;0;0;0.0;
4062;6000503;0;0;0.0;
4037;6000474;0;5;0.0;
4035;6000471;0;11;0.0;
3893;6000273;0;3;0.0;
4034;6000470;0;5;0.0;
4008;6000423;0;3;0.0;
4010;6000430;0;3;0.0;
4011;6000431;0;2;0.0;
4012;6000432;0;1;0.0;
4013;6000433;0;2;0.0;
4014;6000434;0;1;0.0;
4015;6000435;0;4;0.0;
4016;6000436;0;0;0.0;
4017;6000437;0;1;0.0;
4018;6000438;0;1;0.0;
4019;6000439;0;1;0.0;
4020;6000440;0;0;0.0;
4021;6000444;0;2;0.0;
4022;6000446;0;3;0.0;
4023;6000451;0;0;0.0;
4024;6000452;0;1;0.0;
4025;6000456;0;4;0.0;
4026;6000457;0;10;0.0;
4027;6000461;0;2;0.0;
4028;6000462;0;0;0.0;
4029;6000463;0;2;0.0;
4030;6000464;0;5;0.0;
4031;6000466;0;2;0.0;
4032;6000467;0;0;0.0;
4033;6000469;0;9;0.0;
4063;6000504;0;16;0.0;
4064;6000505;0;26;0.0;
4065;6000506;0;39;0.0;
4066;6000511;0;4;0.0;
4095;6000581;0;0;0.0;
48;4000076;0;0;0.0;
4097;6000585;0;12;0.0;
47;4000075;0;0;0.0;
46;4000074;0;3;0.0;
4100;6000590;0;1;0.0;
4101;6000596;0;1;0.0;
4102;6000601;0;1;0.0;
45;4000073;0;4;0.0;
44;4000072;0;7;0.0;
42;4000070;0;12;0.0;
41;4000069;0;3;0.0;
40;4000068;0;1;0.0;
4108;6000610;0;3;0.0;
4109;6000611;0;21;0.0;
4110;6000612;0;6;0.0;
4111;6000613;0;3;0.0;
39;4000067;0;19;0.0;
37;4000065;0;6;0.0;
4114;6000616;0;1;0.0;
4115;6000617;0;1;0.0;
4116;6000618;0;5;0.0;
4117;6000619;0;2;0.0;
4118;6000622;0;1;0.0;
4119;6000623;0;0;0.0;
49;4000077;0;0;0.0;
50;4000079;0;2;0.0;
51;4000080;0;1;0.0;
62;4000093;0;9;0.0;
4067;6000512;0;2;0.0;
69;4000100;0;9;0.0;
4069;6000515;0;8;0.0;
4070;6000516;0;0;0.0;
68;4000099;0;8;0.0;
67;4000098;0;1;0.0;
4073;6000525;0;2;0.0;
66;4000097;0;8;0.0;
65;4000096;0;2;0.0;
64;4000095;0;2;0.0;
63;4000094;0;0;0.0;
61;4000092;0;1;0.0;
52;4000081;0;2;0.0;
60;4000091;0;0;0.0;
4081;6000535;0;0;0.0;
59;4000090;0;2;0.0;
58;4000089;0;3;0.0;
57;4000088;0;3;0.0;
4085;6000541;0;0;0.0;
4086;6000542;0;5;0.0;
56;4000087;0;2;0.0;
55;4000086;0;2;0.0;
54;4000083;0;0;0.0;
53;4000082;0;1;0.0;
70;4000101;0;4;0.0;
4006;6000421;0;4;0.0;
4005;6000420;0;1;0.0;
3948;6000343;0;2;0.0;
3922;6000312;0;5;0.0;
3923;6000313;0;10;0.0;
3924;6000315;0;3;0.0;
3925;6000316;0;2;0.0;
3926;6000318;0;4;0.0;
3927;6000319;0;15;0.0;
3928;6000321;0;8;0.0;
3929;6000322;0;8;0.0;
3930;6000323;0;3;0.0;
3931;6000324;0;0;0.0;
3932;6000325;0;0;0.0;
3933;6000326;0;7;0.0;
3934;6000327;0;3;0.0;
3935;6000328;0;5;0.0;
3936;6000329;0;9;0.0;
3937;6000330;0;7;0.0;
3938;6000331;0;2;0.0;
3939;6000332;0;1;0.0;
3940;6000333;0;1;0.0;
3941;6000334;0;1;0.0;
3942;6000335;0;7;0.0;
3943;6000338;0;0;0.0;
3944;6000339;0;4;0.0;
3945;6000340;0;1;0.0;
3946;6000341;0;0;0.0;
3921;6000308;0;5;0.0;
3920;6000306;0;3;0.0;
3919;6000305;0;8;0.0;
3905;6000288;0;0;0.0;
3894;6000274;0;1;0.0;
3895;6000277;0;1;0.0;
3896;6000278;0;2;0.0;
3897;6000280;0;1;0.0;
3898;6000281;0;6;0.0;
3899;6000282;0;1;0.0;
3900;6000283;0;1;0.0;
3901;6000284;0;3;0.0;
3902;6000285;0;10;0.0;
3903;6000286;0;1;0.0;
80;4000111;0;0;0.0;
3906;6000289;0;1;0.0;
3918;6000304;0;4;0.0;
3907;6000291;0;3;0.0;
3908;6000292;0;0;0.0;
3909;6000293;0;3;0.0;
3910;6000294;0;4;0.0;
3911;6000296;0;5;0.0;
3912;6000297;0;0;0.0;
3913;6000298;0;10;0.0;
3914;6000300;0;2;0.0;
3915;6000301;0;11;0.0;
3916;6000302;0;18;0.0;
3917;6000303;0;1;0.0;
3947;6000342;0;2;0.0;
3949;6000344;0;9;0.0;
4004;6000419;0;0;0.0;
3950;6000345;0;6;0.0;
3979;6000384;0;2;0.0;
3980;6000385;0;1;0.0;
76;4000107;0;5;0.0;
3982;6000387;0;2;0.0;
75;4000106;0;1;0.0;
3984;6000389;0;4;0.0;
3985;6000390;0;5;0.0;
3986;6000391;0;3;0.0;
3987;6000392;0;2;0.0;
3988;6000393;0;6;0.0;
3989;6000394;0;1;0.0;
3990;6000395;0;1;0.0;
3991;6000396;0;1;0.0;
3992;6000397;0;1;0.0;
3993;6000398;0;0;0.0;
3994;6000399;0;4;0.0;
74;4000105;0;4;0.0;
3996;6000401;0;4;0.0;
3997;6000402;0;1;0.0;
3998;6000403;0;1;0.0;
73;4000104;0;1;0.0;
72;4000103;0;6;0.0;
71;4000102;0;6;0.0;
4002;6000417;0;47;0.0;
4003;6000418;0;13;0.0;
3978;6000383;0;3;0.0;
3977;6000382;0;3;0.0;
3976;6000381;0;0;0.0;
3962;6000360;0;15;0.0;
3951;6000346;0;4;0.0;
3952;6000347;0;2;0.0;
3953;6000348;0;3;0.0;
3954;6000349;0;12;0.0;
3955;6000350;0;4;0.0;
3956;6000351;0;3;0.0;
3957;6000353;0;2;0.0;
3958;6000354;0;3;0.0;
3959;6000357;0;2;0.0;
3960;6000358;0;4;0.0;
3961;6000359;0;5;0.0;
3963;6000366;0;2;0.0;
3975;6000380;0;4;0.0;
3964;6000367;0;5;0.0;
3965;6000368;0;7;0.0;
3966;6000369;0;1;0.0;
3967;6000370;0;2;0.0;
3968;6000371;0;2;0.0;
3969;6000374;0;2;0.0;
3970;6000375;0;5;0.0;
79;4000110;0;0;0.0;
3972;6000377;0;0;0.0;
78;4000109;0;0;0.0;
77;4000108;0;0;0.0;
2757;4004441;0;14;0.0;
2745;4004396;0;0;0.0;
2755;4004427;0;1;0.0;
1511;4001920;0;0;0.0;
1513;4001922;0;1;0.0;
1514;4001924;0;0;0.0;
1515;4001925;0;0;0.0;
1516;4001926;0;0;0.0;
1517;4001932;0;14;0.0;
1518;4001937;0;0;0.0;
1519;4001938;0;2;0.0;
710;4000844;0;66;0.0;
1521;4001940;0;0;0.0;
1522;4001941;0;6;0.0;
1523;4001942;0;32;0.0;
1524;4001943;0;56;0.0;
1525;4001951;0;2;0.0;
1526;4001952;0;0;0.0;
1527;4001953;0;3;0.0;
1528;4001954;0;0;0.0;
1529;4001955;0;0;0.0;
709;4000843;0;2;0.0;
1531;4001957;0;3;0.0;
1532;4001958;0;23;0.0;
1533;4001960;0;3;0.0;
1534;4001961;0;5;0.0;
1535;4001962;0;0;0.0;
1536;4001964;0;2;0.0;
707;4000841;0;5;0.0;
1512;4001921;0;2;0.0;
1510;4001910;0;11;0.0;
1829;4002454;0;0;0.0;
714;4000850;0;0;0.0;
720;4000859;0;11;0.0;
1485;4001884;0;9;0.0;
1486;4001885;0;6;0.0;
1487;4001886;0;10;0.0;
1488;4001887;0;1;0.0;
1489;4001888;0;3;0.0;
1490;4001889;0;2;0.0;
1491;4001890;0;3;0.0;
1492;4001891;0;0;0.0;
1493;4001892;0;1;0.0;
1494;4001893;0;4;0.0;
1495;4001894;0;1;0.0;
719;4000857;0;15;0.0;
718;4000856;0;18;0.0;
1498;4001897;0;3;0.0;
717;4000855;0;19;0.0;
1500;4001899;0;2;0.0;
1501;4001900;0;0;0.0;
1502;4001901;0;1;0.0;
1503;4001903;0;10;0.0;
716;4000854;0;27;0.0;
1505;4001905;0;0;0.0;
1506;4001906;0;7;0.0;
715;4000853;0;48;0.0;
1508;4001908;0;0;0.0;
1538;4001968;0;0;0.0;
1539;4001969;0;0;0.0;
1540;4001970;0;0;0.0;
1541;4001983;0;2;0.0;
1572;4002070;0;1;0.0;
696;4000829;0;6;0.0;
691;4000824;0;1;0.0;
690;4000823;0;6;0.0;
1576;4002074;0;0;0.0;
689;4000822;0;7;0.0;
688;4000821;0;4;0.0;
687;4000820;0;2;0.0;
1580;4002078;0;3;0.0;
1581;4002081;0;0;0.0;
1582;4002082;0;0;0.0;
1583;4002083;0;1;0.0;
1584;4002084;0;0;0.0;
1585;4002085;0;0;0.0;
1586;4002086;0;2;0.0;
686;4000819;0;5;0.0;
685;4000818;0;2;0.0;
1589;4002089;0;2;0.0;
684;4000816;0;3;0.0;
683;4000815;0;0;0.0;
682;4000813;0;2;0.0;
681;4000812;0;2;0.0;
680;4000811;0;1;0.0;
1595;4002095;0;0;0.0;
1596;4002099;0;0;0.0;
1571;4002068;0;0;0.0;
1570;4002066;0;0;0.0;
698;4000831;0;6;0.0;
702;4000836;0;7;0.0;
1543;4001986;0;75;0.0;
705;4000839;0;5;0.0;
1545;4001995;0;2;0.0;
704;4000838;0;5;0.0;
1547;4001998;0;0;0.0;
703;4000837;0;5;0.0;
1549;4002012;0;0;0.0;
1550;4002013;0;1;0.0;
1551;4002014;0;0;0.0;
1552;4002015;0;0;0.0;
1553;4002017;0;1;0.0;
701;4000835;0;3;0.0;
1568;4002063;0;0;0.0;
700;4000833;0;5;0.0;
1557;4002026;0;3;0.0;
1558;4002031;0;2;0.0;
1560;4002042;0;2;0.0;
1561;4002044;0;2;0.0;
1562;4002045;0;0;0.0;
1563;4002046;0;2;0.0;
1564;4002049;0;0;0.0;
1565;4002052;0;0;0.0;
1566;4002055;0;0;0.0;
699;4000832;0;5;0.0;
1483;4001881;0;0;0.0;
1482;4001880;0;5;0.0;
1481;4001879;0;0;0.0;
733;4000874;0;8;0.0;
744;4000887;0;0;0.0;
1399;4001728;0;6;0.0;
1400;4001729;0;7;0.0;
741;4000883;0;3;0.0;
1402;4001731;0;2;0.0;
1403;4001733;0;2;0.0;
1404;4001734;0;16;0.0;
1405;4001736;0;5;0.0;
1406;4001737;0;1;0.0;
1407;4001738;0;3;0.0;
740;4000882;0;1;0.0;
1409;4001744;0;2;0.0;
739;4000880;0;9;0.0;
1411;4001746;0;4;0.0;
1412;4001747;0;6;0.0;
1413;4001748;0;1;0.0;
1414;4001749;0;1;0.0;
1415;4001750;0;1;0.0;
738;4000879;0;24;0.0;
737;4000878;0;12;0.0;
736;4000877;0;0;0.0;
1419;4001754;0;7;0.0;
1420;4001755;0;5;0.0;
735;4000876;0;1;0.0;
1422;4001758;0;2;0.0;
1397;4001726;0;6;0.0;
1396;4001724;0;3;0.0;
1395;4001723;0;7;0.0;
1381;4001703;0;5;0.0;
1370;4001691;0;0;0.0;
1371;4001692;0;0;0.0;
1372;4001693;0;0;0.0;
1373;4001695;0;1;0.0;
1374;4001696;0;2;0.0;
1375;4001697;0;2;0.0;
1376;4001698;0;4;0.0;
1377;4001699;0;153;0.0;
1378;4001700;0;0;0.0;
1379;4001701;0;2;0.0;
1380;4001702;0;2;0.0;
1382;4001704;0;5;0.0;
745;4000888;0;2;0.0;
749;4000892;0;10;0.0;
1384;4001710;0;3;0.0;
1385;4001711;0;4;0.0;
748;4000891;0;3;0.0;
747;4000890;0;0;0.0;
746;4000889;0;5;0.0;
1389;4001717;0;0;0.0;
1390;4001718;0;1;0.0;
1391;4001719;0;5;0.0;
1392;4001720;0;4;0.0;
1393;4001721;0;24;0.0;
734;4000875;0;8;0.0;
732;4000873;0;8;0.0;
1480;4001878;0;4;0.0;
731;4000872;0;7;0.0;
1455;4001825;0;0;0.0;
1456;4001826;0;2;0.0;
1457;4001830;0;0;0.0;
723;4000862;0;320;0.0;
722;4000861;0;30;0.0;
1460;4001833;0;1;0.0;
721;4000860;0;12;0.0;
1462;4001855;0;129;0.0;
1463;4001857;0;1;0.0;
1464;4001858;0;35;0.0;
1465;4001860;0;4;0.0;
1466;4001862;0;2;0.0;
1467;4001865;0;0;0.0;
1468;4001866;0;0;0.0;
1469;4001867;0;1;0.0;
1470;4001868;0;0;0.0;
1471;4001869;0;1;0.0;
1472;4001870;0;4;0.0;
1473;4001871;0;1;0.0;
1474;4001872;0;3;0.0;
1475;4001873;0;2;0.0;
1476;4001874;0;8;0.0;
1477;4001875;0;1;0.0;
1478;4001876;0;2;0.0;
1479;4001877;0;2;0.0;
1454;4001824;0;0;0.0;
1453;4001823;0;2;0.0;
724;4000863;0;220;0.0;
1438;4001790;0;77;0.0;
1427;4001764;0;6;0.0;
730;4000871;0;6;0.0;
729;4000870;0;27;0.0;
1430;4001767;0;0;0.0;
1431;4001768;0;0;0.0;
1432;4001769;0;2;0.0;
1433;4001770;0;2;0.0;
1434;4001771;0;1;0.0;
1435;4001772;0;5;0.0;
1436;4001773;0;0;0.0;
1437;4001779;0;0;0.0;
1439;4001791;0;1;0.0;
1451;4001820;0;0;0.0;
1440;4001792;0;16;0.0;
1441;4001793;0;6;0.0;
727;4000868;0;12;0.0;
1443;4001796;0;6;0.0;
1444;4001797;0;10;0.0;
1445;4001798;0;3;0.0;
1446;4001799;0;1;0.0;
1447;4001800;0;3;0.0;
1448;4001809;0;94;0.0;
1449;4001810;0;73;0.0;
1450;4001811;0;14;0.0;
1597;4002100;0;0;0.0;
1598;4002101;0;0;0.0;
1599;4002102;0;0;0.0;
1771;4002347;0;0;0.0;
1745;4002310;0;7;0.0;
1746;4002311;0;6;0.0;
1747;4002313;0;0;0.0;
647;4000762;0;23;0.0;
1749;4002318;0;0;0.0;
646;4000761;0;5;0.0;
645;4000760;0;58;0.0;
1752;4002323;0;0;0.0;
644;4000759;0;56;0.0;
643;4000758;0;6;0.0;
1755;4002327;0;2;0.0;
1756;4002328;0;13;0.0;
1757;4002329;0;0;0.0;
1758;4002330;0;0;0.0;
1759;4002331;0;5;0.0;
1760;4002333;0;5;0.0;
1761;4002335;0;0;0.0;
1762;4002336;0;0;0.0;
1763;4002337;0;2;0.0;
1764;4002338;0;5;0.0;
642;4000757;0;9;0.0;
1766;4002340;0;4;0.0;
1767;4002341;0;1;0.0;
1768;4002343;0;3;0.0;
1769;4002344;0;2;0.0;
648;4000763;0;39;0.0;
1743;4002307;0;0;0.0;
1742;4002306;0;0;0.0;
655;4000772;0;1;0.0;
1715;4002274;0;1;0.0;
1717;4002277;0;1;0.0;
1718;4002278;0;8;0.0;
1719;4002279;0;2;0.0;
1720;4002280;0;4;0.0;
1721;4002281;0;10;0.0;
1722;4002282;0;11;0.0;
1723;4002283;0;14;0.0;
656;4000773;0;14;0.0;
1725;4002286;0;5;0.0;
1726;4002287;0;10;0.0;
1729;4002290;0;4;0.0;
649;4000765;0;21;0.0;
654;4000771;0;2;0.0;
1731;4002293;0;1;0.0;
1732;4002294;0;1;0.0;
653;4000770;0;15;0.0;
651;4000768;0;1;0.0;
650;4000767;0;5;0.0;
1736;4002299;0;5;0.0;
1737;4002300;0;4;0.0;
1738;4002301;0;0;0.0;
1739;4002302;0;2;0.0;
1740;4002303;0;2;0.0;
1770;4002346;0;2;0.0;
641;4000756;0;75;0.0;
1713;4002271;0;1;0.0;
1773;4002356;0;9;0.0;
1802;4002409;0;3;0.0;
1803;4002410;0;3;0.0;
1804;4002411;0;7;0.0;
1805;4002412;0;2;0.0;
1806;4002413;0;23;0.0;
1807;4002416;0;7;0.0;
1808;4002418;0;0;0.0;
636;4000739;0;6;0.0;
635;4000738;0;2;0.0;
1811;4002423;0;5;0.0;
1812;4002425;0;5;0.0;
634;4000737;0;12;0.0;
1814;4002427;0;5;0.0;
1815;4002430;0;0;0.0;
1817;4002437;0;15;0.0;
1818;4002438;0;8;0.0;
1819;4002439;0;8;0.0;
1820;4002440;0;1;0.0;
1821;4002441;0;0;0.0;
1822;4002442;0;0;0.0;
633;4000736;0;5;0.0;
1824;4002444;0;5;0.0;
1825;4002450;0;1;0.0;
1826;4002451;0;3;0.0;
632;4000735;0;6;0.0;
1801;4002405;0;0;0.0;
1800;4002404;0;0;0.0;
1799;4002403;0;0;0.0;
637;4000740;0;8;0.0;
1774;4002357;0;1;0.0;
1775;4002358;0;4;0.0;
1776;4002362;0;2;0.0;
1777;4002364;0;1;0.0;
640;4000755;0;7;0.0;
1779;4002368;0;0;0.0;
1780;4002371;0;0;0.0;
1781;4002372;0;2;0.0;
1782;4002373;0;1;0.0;
639;4000749;0;5;0.0;
638;4000748;0;6;0.0;
1786;4002381;0;1;0.0;
1798;4002401;0;4;0.0;
1787;4002383;0;2;0.0;
1788;4002386;0;2;0.0;
1789;4002388;0;0;0.0;
1790;4002389;0;0;0.0;
1791;4002391;0;0;0.0;
1792;4002392;0;2;0.0;
1793;4002393;0;0;0.0;
1794;4002394;0;0;0.0;
1795;4002395;0;0;0.0;
1796;4002396;0;0;0.0;
1797;4002397;0;1;0.0;
1714;4002273;0;0;0.0;
658;4000775;0;3;0.0;
1600;4002103;0;0;0.0;
1655;4002163;0;1;0.0;
1629;4002136;0;0;0.0;
1630;4002137;0;0;0.0;
1631;4002138;0;0;0.0;
1632;4002139;0;0;0.0;
1633;4002140;0;0;0.0;
1634;4002141;0;0;0.0;
1635;4002142;0;0;0.0;
1636;4002143;0;0;0.0;
1637;4002144;0;0;0.0;
1638;4002146;0;2;0.0;
1639;4002147;0;3;0.0;
1640;4002148;0;1;0.0;
1641;4002149;0;1;0.0;
1642;4002150;0;2;0.0;
1643;4002151;0;0;0.0;
1644;4002152;0;1;0.0;
1645;4002153;0;0;0.0;
1646;4002154;0;2;0.0;
1647;4002155;0;0;0.0;
1648;4002156;0;0;0.0;
1649;4002157;0;3;0.0;
1650;4002158;0;0;0.0;
1651;4002159;0;2;0.0;
1652;4002160;0;0;0.0;
1653;4002161;0;3;0.0;
1628;4002135;0;1;0.0;
1627;4002134;0;0;0.0;
1626;4002132;0;0;0.0;
1612;4002117;0;0;0.0;
1601;4002105;0;0;0.0;
1602;4002106;0;0;0.0;
1603;4002107;0;0;0.0;
679;4000810;0;6;0.0;
1605;4002109;0;2;0.0;
1606;4002110;0;2;0.0;
1607;4002111;0;0;0.0;
1608;4002113;0;1;0.0;
678;4000809;0;15;0.0;
1610;4002115;0;0;0.0;
1611;4002116;0;0;0.0;
1613;4002118;0;0;0.0;
1625;4002131;0;3;0.0;
676;4000804;0;6;0.0;
675;4000802;0;4;0.0;
1616;4002122;0;0;0.0;
1617;4002123;0;0;0.0;
1618;4002124;0;0;0.0;
1619;4002125;0;0;0.0;
1620;4002126;0;0;0.0;
1621;4002127;0;0;0.0;
1622;4002128;0;0;0.0;
1623;4002129;0;0;0.0;
1624;4002130;0;2;0.0;
1654;4002162;0;0;0.0;
1656;4002164;0;0;0.0;
1711;4002252;0;30;0.0;
1657;4002165;0;0;0.0;
1686;4002198;0;2;0.0;
1687;4002199;0;12;0.0;
666;4000787;0;2;0.0;
665;4000786;0;1;0.0;
1690;4002202;0;5;0.0;
1691;4002203;0;22;0.0;
1692;4002204;0;10;0.0;
1693;4002205;0;0;0.0;
1694;4002206;0;1;0.0;
1695;4002207;0;9;0.0;
1696;4002208;0;0;0.0;
1697;4002209;0;2;0.0;
1698;4002213;0;4;0.0;
1699;4002214;0;1;0.0;
1700;4002215;0;3;0.0;
662;4000782;0;52;0.0;
661;4000778;0;42;0.0;
660;4000777;0;2;0.0;
1704;4002219;0;17;0.0;
659;4000776;0;6;0.0;
1706;4002243;0;11;0.0;
1707;4002244;0;3;0.0;
1708;4002245;0;8;0.0;
1709;4002246;0;2;0.0;
1710;4002250;0;68;0.0;
1685;4002197;0;0;0.0;
1684;4002196;0;1;0.0;
667;4000788;0;3;0.0;
1669;4002177;0;0;0.0;
674;4000801;0;46;0.0;
1659;4002167;0;0;0.0;
1660;4002168;0;3;0.0;
673;4000799;0;91;0.0;
1662;4002170;0;6;0.0;
1663;4002171;0;0;0.0;
1664;4002172;0;0;0.0;
1665;4002173;0;1;0.0;
1666;4002174;0;0;0.0;
1667;4002175;0;0;0.0;
1668;4002176;0;0;0.0;
669;4000792;0;10;0.0;
1682;4002194;0;3;0.0;
1671;4002179;0;0;0.0;
1672;4002180;0;0;0.0;
1673;4002181;0;0;0.0;
1674;4002182;0;0;0.0;
1675;4002183;0;0;0.0;
1676;4002185;0;3;0.0;
1677;4002186;0;1;0.0;
1678;4002189;0;1;0.0;
1679;4002190;0;0;0.0;
1680;4002191;0;0;0.0;
668;4000791;0;11;0.0;
1369;4001690;0;0;0.0;
1368;4001689;0;1;0.0;
1367;4001688;0;0;0.0;
1078;4001308;0;2;0.0;
1052;4001279;0;6;0.0;
1053;4001280;0;52;0.0;
1054;4001281;0;3;0.0;
1055;4001282;0;2;0.0;
853;4001030;0;3;0.0;
852;4001029;0;4;0.0;
1058;4001285;0;0;0.0;
851;4001028;0;10;0.0;
850;4001027;0;22;0.0;
849;4001025;0;1;0.0;
848;4001023;0;1;0.0;
847;4001022;0;6;0.0;
843;4001016;0;0;0.0;
1065;4001293;0;3;0.0;
1066;4001294;0;7;0.0;
842;4001015;0;0;0.0;
1068;4001296;0;8;0.0;
1069;4001297;0;2;0.0;
1070;4001298;0;10;0.0;
1071;4001299;0;6;0.0;
1072;4001300;0;3;0.0;
1073;4001301;0;16;0.0;
1074;4001303;0;6;0.0;
1075;4001305;0;0;0.0;
841;4001014;0;7;0.0;
1051;4001277;0;2;0.0;
1050;4001276;0;1;0.0;
854;4001034;0;1;0.0;
1035;4001259;0;11;0.0;
1024;4001247;0;1;0.0;
863;4001045;0;2;0.0;
861;4001043;0;11;0.0;
1027;4001250;0;1;0.0;
1028;4001252;0;0;0.0;
1029;4001253;0;3;0.0;
1030;4001254;0;5;0.0;
1031;4001255;0;-1;-0.0;
1032;4001256;0;4;0.0;
1033;4001257;0;4;0.0;
1034;4001258;0;2;0.0;
860;4001042;0;0;0.0;
1048;4001272;0;4;0.0;
1037;4001261;0;2;0.0;
1038;4001262;0;4;0.0;
857;4001037;0;2;0.0;
1040;4001264;0;1;0.0;
1041;4001265;0;1;0.0;
1042;4001266;0;8;0.0;
1043;4001267;0;7;0.0;
856;4001036;0;0;0.0;
855;4001035;0;2;0.0;
1046;4001270;0;3;0.0;
1047;4001271;0;0;0.0;
1077;4001307;0;9;0.0;
1079;4001309;0;3;0.0;
1022;4001245;0;2;0.0;
1080;4001310;0;7;0.0;
1109;4001348;0;9;0.0;
1110;4001349;0;1;0.0;
1111;4001350;0;1;0.0;
1112;4001351;0;4;0.0;
824;4000987;0;0;0.0;
1114;4001353;0;17;0.0;
1115;4001354;0;3;0.0;
823;4000986;0;4;0.0;
822;4000984;0;11;0.0;
1118;4001360;0;2;0.0;
821;4000983;0;19;0.0;
819;4000980;0;4;0.0;
1121;4001364;0;5;0.0;
818;4000979;0;1;0.0;
816;4000975;0;1;0.0;
812;4000971;0;0;0.0;
1125;4001368;0;20;0.0;
1126;4001369;0;3;0.0;
1127;4001370;0;9;0.0;
811;4000970;0;7;0.0;
1129;4001372;0;11;0.0;
810;4000969;0;0;0.0;
805;4000962;0;0;0.0;
1132;4001377;0;4;0.0;
1133;4001378;0;11;0.0;
1108;4001347;0;0;0.0;
1107;4001346;0;1;0.0;
826;4000990;0;0;0.0;
835;4001000;0;3;0.0;
1081;4001312;0;4;0.0;
1082;4001313;0;0;0.0;
839;4001011;0;5;0.0;
837;4001004;0;3;0.0;
1085;4001316;0;0;0.0;
1086;4001318;0;7;0.0;
1087;4001319;0;1;0.0;
1088;4001321;0;5;0.0;
836;4001002;0;0;0.0;
1090;4001324;0;3;0.0;
1091;4001325;0;0;0.0;
1093;4001328;0;0;0.0;
1105;4001343;0;0;0.0;
834;4000999;0;0;0.0;
1095;4001330;0;9;0.0;
833;4000998;0;16;0.0;
1097;4001332;0;2;0.0;
1098;4001333;0;2;0.0;
1099;4001334;0;7;0.0;
1100;4001335;0;3;0.0;
1101;4001337;0;2;0.0;
1102;4001338;0;5;0.0;
827;4000991;0;6;0.0;
1104;4001342;0;0;0.0;
1023;4001246;0;0;0.0;
1021;4001244;0;6;0.0;
1135;4001380;0;1;0.0;
964;4001181;0;25;0.0;
890;4001086;0;4;0.0;
888;4001081;0;11;0.0;
887;4001080;0;1;0.0;
941;4001153;0;41;0.0;
942;4001154;0;53;0.0;
943;4001155;0;18;0.0;
944;4001157;0;1;0.0;
945;4001158;0;7;0.0;
946;4001159;0;3;0.0;
947;4001160;0;14;0.0;
886;4001079;0;14;0.0;
949;4001164;0;12;0.0;
950;4001165;0;3;0.0;
951;4001166;0;4;0.0;
952;4001167;0;1;0.0;
953;4001168;0;4;0.0;
954;4001169;0;1;0.0;
955;4001170;0;2;0.0;
956;4001171;0;16;0.0;
885;4001078;0;4;0.0;
884;4001077;0;3;0.0;
959;4001174;0;3;0.0;
960;4001177;0;0;0.0;
961;4001178;0;7;0.0;
883;4001075;0;7;0.0;
893;4001089;0;1;0.0;
936;4001146;0;0;0.0;
935;4001144;0;1;0.0;
900;4001098;0;5;0.0;
910;4001110;0;10;0.0;
