,col1,col2,col3,col4
1326,895.,Lucas Henrique Barbosa,Santos - SP,Tfm Agency Marketing Esportivo Ltda
1327,896.,Lucas Henrique de Sousa Queiroga,Náutico - PE,Brio Pro Intermediacao Esportiva Ltda
1328,897.,Lucas Henrique dos Anjos Dias,Atlético - MG,Dg Assessoria Soccer Esportiva Ltda -
1330,898.,Lucas Henrique Mazetti,Internacional - RS,R13 Fussball Agenciamento Esportivo
1332,899.,Lucas Kallyel da Silva Ramalho,Retrô - PE,Daniel Paes Cerqueira
1333,900.,Lucas Kawan Lopes dos Santos,Grêmio - RS,Dunkirk Esportes Ltda
1334,901.,Lucas Leandro Wingert,Luverdense - MT,Showball Assessoria Esportiva Ltda
1335,902.,Lucas Lourenco Andrade,Santos - SP,M9 Sports Gestão Em Futebol Ltda
1336,903.,Lucas Luan Martins Pinto,America - MG,Fms Gestao Esportiva Ltda
1337,904.,Lucas Mazdiel Aruba Santos,Bahia - BA,Lr Prime Agencia Esportiva Ltda
1338,905.,Lucas Oliveira de França,Cruzeiro - MG,Fc Consultoria Esportiva Ltda
1339,906.,Lucas Pereira Mendes,Ferroviária - SP,M9 Sports Gestão Em Futebol Ltda
1340,907.,Lucas Reis Carvalho,Vitória - BA,Cacau Assessoria Esportiva Ltda
1341,908.,Lucas Ribamar Lopes dos Santos,America - MG,Vtn Image Representação E
1342,,Bibiano,,Agenciamento Ltda.
1343,909.,Lucas Ribeiro dos Santos,Internacional - RS,Elenko Sports Ltda
1344,910.,Lucas Ribeiro dos Santos,Internacional - RS,Sommar Consultoria E Gestao Esportiva
1346,911.,Lucas Rodrigues da Silva,Amparo - SP,Diogo de Carvalho Nascimento Veiga -
1348,912.,Lucas Vinicius Goncalves Silva,Crb - AL,Prattes Planejamento E Gestao
1350,913.,Lucas Vital da Silva,Internacional - RS,De20 Representação E Assessoria
1352,914.,Lucas Wendel Rodrigues dos Santos,Grêmio - RS,Otb Lab Consultoria Esportiva Ltda
1353,915.,Lucca Borges de Brito,Fluminense - RJ,Elenko Sports Ltda
1354,916.,Luccas Claro dos Santos,Fluminense - RJ,Forza Carreira Esportiva Ltda Me
1355,917.,Luciano Batista da Silva Junior,Sport - PE,Trust Sports Consultoria Esportiva Ltda
1356,918.,Luciano Castan da Silva,Coritiba - PR,Gomes & Gomes Gestao Pessoal Ltda -
1358,919.,Luis Eduardo Marques dos Santos,Atlético - GO,Jmb Esportes E Organizacao de Eventos
1360,920.,Luis Eduardo Marques dos Santos,Atlético - GO,M & C Esportes E Organizacao de
1362,921.,Luis Eduardo Silva de Moraes,Athletico Paranaense -,Contrataque Administração Esportiva -
1364,922.,Luis Felipe Carvalho Silva,Betim Futebol - MG,Douglas da Rocha Poroca Me
1365,923.,Luis Felipe Rebelo Costa,Juventude - RS,Lf Soccer Representações Ltda - Me
1366,924.,Luis Fernando Soares Rodrigues,Atlético - MG,Andre Luis de Souza Oliveira
1367,925.,Luis Francisco Grando,Goiás - GO,Gr2 Gestao E Marketing Ltda
1368,926.,Luis Gustavo Araujo de Lima Harlocchi,Fluminense - RJ,Office Gool Sports Assessoria E
1370,927.,Luis Gustavo Moreira Melo,Flamengo - RJ,Vsr Assessoria E Propaganda Esportiva
1371,928.,Luis Henrique Lima Ferreira,America - MG,Forza Carreira Esportiva Ltda Me
1372,929.,Luis Henrique Lima Ferreira,America - MG,Forza Carreira Esportiva Ltda Me
1373,930.,Luis Henrique Messias de Souza,Desportivo Brasil,Ivan Rocha Limas
1375,931.,Luis Otavio de Oliveira,Atlético - MG,Otb Lab Consultoria Esportiva Ltda
1376,932.,Luiz Antonio Costa Lima,Vasco da Gama - RJ,Bs Soccer Publicidade E Imagens Ltda
1377,933.,Luiz Carlos Cirne Lima de Lorenzi,America - MG,Cs Sports – Promoção E Comércio de
1381,934.,Luiz Carlos Cirne Lima de Lorenzi,America - MG,Jmb Esportes E Organizacao de Eventos
1383,935.,Luiz Eduardo da Silva dos Santos,Náutico - PE,Rr Publicidade E Comunicação Ltda -
1385,936.,Luiz Eduardo da Silva Vidmar,Grêmio - RS,Nws Esportes Ltda - Me
1386,937.,Luiz Eduardo Figueiredo,Criciúma - SC,Forza Carreira Esportiva Ltda Me
1387,938.,Luiz Felipe de Souza Gregorio,Figueirense - SC,H Soccer Esporte Ltda
1388,939.,Luiz Felipe Scolari,Cruzeiro - MG,Jmb Esportes E Organizacao de Eventos
1390,940.,Luiz Fernando Ferreira de Souza,America - MG,Vtn Image Representação E
1392,941.,Luiz Fernando Moraes dos Santos,Botafogo - RJ,Xinef Eventos Ltda
1393,942.,Luiz Fernando Moraes dos Santos,Grêmio - RS,Xinef Eventos Ltda
1394,943.,Luiz Fernando Nogueira,Figueirense Esporte,All Sports Gerenciamento E Consultoria
1396,944.,Luiz Fernando Paim,Atlético - MG,Duarte Team Sports Eireli
1397,945.,Luiz Filipe dos Reis Silva,Atlético - MG,Adriano Sports Assessoria Esportiva
1399,946.,Luiz Guilherme Lucio E Freitas,Palmeiras - SP,Agon Empreendimentos Esportivos
1401,947.,Luiz Henrique Amaral de Oliveira,Vila Nova - GO,Ae Pro Sports Marketing Publicidade E
1402,,Almeida,,Comunicacao Eireli
1403,948.,Luiz Henrique Andre Rosa da Silva,Fluminense - RJ,Johnny Max Teixeira
1404,949.,Luiz Henrique Andre Rosa da Silva,Fluminense - RJ,Johnny Max Teixeira
1405,950.,Luiz Henrique dos Santos Junior,Atlético - GO,Cityper Assessoria E Marketing
1407,951.,Luiz Henrique Silva de Oliveira,Ferroviário - CE,Felipe Yammine Boin
1408,952.,Luiz Otavio Alves Marcolino,Botafogo - RJ,Brazil Soccer Sports Management Ltda
1409,953.,Luiz Otavio Alves Marcolino,Botafogo - RJ,Brazil Soccer Sports Management Ltda
1410,954.,Luiz Roberto Silva Santos,Retrô - PE,Daniel Paes Cerqueira
1411,955.,Luiz Severo Junior,Vitória - BA,Charrua - Marketing Esportivo Ltda
1412,956.,Luiz Wagner da Silva Costa,Fluminense - RJ,Cavalcanti Assessoria Desportiva Eireli
1413,957.,Lyniker Gonçalves dos Santos,Rio Branco - AC,Bruno Amorim Kling da Silveira
1414,958.,Maicon Carlos Nobrega dos Santos,Campo Grande - CE,Soraia Batista Almeida Braide
1415,959.,Mailton dos Santos de Sa,Coritiba - PR,M23 Intermediação E Agenciamento
1417,960.,Marcelo Alves Santos,Vasco da Gama - RJ,Da Silva Vitoria Soccer Servicos Ltda
1418,961.,Marcelo Alves Santos,Vasco da Gama - RJ,Da Silva Vitoria Soccer Servicos Ltda
1419,962.,Marcelo Alves Santos,Vitória - BA,Da Silva Vitoria Soccer Servicos Ltda
1420,963.,Marcelo Claus Sendeski,São Bento - SP,Khodor Soccer & Marketing Ltda Epp
1421,964.,Marcelo Claus Sendeski,São Bento - SP,Khodor Soccer & Marketing Ltda Epp
1422,965.,Marcelo Claus Sendeski,São Bento - SP,Khodor Soccer & Marketing Ltda Epp
1423,966.,Marcelo da Conceiçao Benevenuto,Botafogo - RJ,Brio Pro Intermediacao Esportiva Ltda
1425,967.,Marcelo Henrique Passos Carne,Juventude - RS,Romulo Noronha Agenciamento
1427,968.,Marcelo Nascimento da Costa,Vitória - BA,Sarti Assessoria E Marketing Esportivo
1429,969.,Marcelo Rangel Rosa,Goiás - GO,Lipatin Sports Ltda
1430,970.,Marcio Antonio de Sousa Junior,Botafogo - RJ,Golden7 Soccer Eireli
1431,971.,Marcio Barbosa Vieira Junior,Cruzeiro - MG,R13 Fussball Agenciamento Esportivo
1433,972.,Marcio Rafael Ferreira de Souza,Grêmio - RS,L10 Assessoria E Empreendimentos
1435,973.,Marcio Rodrigues Araujo,Sport - PE,Tiago Guadagno Geraldo - Me
1436,974.,Marco Antonio da Silva Carvalho,Vitória - BA,Antoniu S Assessoria Esportiva Ltda
1437,975.,Marco Antonio Rosa Furtado Junior,Botafogo - RJ,Gold Sports Assessoria E Gestão
1439,976.,Marco Aurelio Moreira dos Santos,Itumbiara - GO,Mc Dias Gomes da Silva Agenciamento
1441,977.,Marco Tulio do Nascimento,Figueirense Esporte,All Sports Gerenciamento E Consultoria
1443,978.,Marco Tulio Oliveira Lemos,Csa - AL,Pmsm Publicidade E Comunicacao Ltda
1444,979.,Marcos Antonio Almeida Silva,Sport - PE,Felipe Neri de Freitas
1445,980.,Marcos Antonio Almeida Silva,Sport - PE,Felipe Neri de Freitas
1446,981.,Marcos Antonio da Silva,Cruzeiro - MG,Gc Sports Agenciamento Esportivo Ltda
1448,982.,Marcos da Silva Franca,Atlético - MG,Rec Sports Assessoria Esportiva - Eireli
1449,983.,Marcos Domingos Dias,Vasco da Gama - RJ,Joao Victor Carneiro
1450,984.,Marcos Eduardo Rodrigues de Queiroz,Vitória - BA,Magnitude Brazil Esportes Ltda
1451,985.,Marcos Felipe dos Santos Lima,Atlético - MG,Brazil Soccer Sports Management Ltda
1452,986.,Marcos Geraldino dos Santos Junior,São Bento - SP,Cmr - Esportes E Participações - Ltda
1453,987.,Marcos Paulo Brazion,Ceará - CE,Head Soccer Group Assessoria e Gestao
1455,988.,Marcos Paulo Brazion,Ceará - CE,Head Soccer Group Assessoria e Gestao
1457,989.,Marcos Paulo Carvalho Inez,Ferroviária - SP,Chab Marketing Esportivo Eireli
1458,990.,Marcos Paulo Lima Batista Silva,Flamengo - RJ,Bs Soccer Publicidade E Imagens Ltda
1459,991.,Marcos Paulo Soares Goncalves,Vasco da Gama - RJ,Rodrigo Hosannah Cordeiro
1460,992.,Marcos Vinicios Lopes Moura,Juventude - RS,Pecbol Sports E Participacoes Ltda
1461,993.,Marcos Vinicios Lopes Moura,Juventude - RS,Pecbol Sports E Participacoes Ltda
1462,994.,Marcos Vinicius Barcelos de Souza,Fluminense - RJ,Jc Soccer Talents Marketing Esportivo
1464,995.,Marcos Vinicius de Jesus Araujo,Náutico - PE,Cavalcanti Assessoria Desportiva Eireli
1465,996.,Marcos Vinicius de Oliveira,Tres Passos - RS,Cm Assessoria Esportiva Ltda
1466,997.,Marcos Vinicius de Oliveira,Botafogo - RJ,Cm Assessoria Esportiva Ltda
1467,998.,Marcos Vinicius de Paula,Uberlândia - MG,Tiago Lenoir Moreira Sociedade
1469,999.,Marcos Ytalo Benicio da Silva,Ceará - CE,F J B Sports Ltda Me
1470,1000.,M aria Eduarda Francelino da Silva,São Paulo - SP,R W M Martins Assessoria Esportiva
1472,1001.,M aria Luiza Schwaizer,Red Bull Bragantino - SP,Sow Sports Treinamentos E Negocios
1474,1002.,M ariana Cristina Delfino Domingos,Ceará - CE,Sow Sports Treinamentos E Negocios
1476,1003.,M ariano Ferreira Filho,Atlético - MG,Think Ball E Sports Consulting Ltda
1477,1004.,M arino Hinestroza Angulo,Palmeiras - SP,Gol Brasil Ltda
1478,1005.,M arino Hinestroza Angulo,Palmeiras - SP,Gol Brasil Ltda
1479,1006.,M arllon dos Santos Pereira,Marcílio Dias - SC,Gervasio Tadeu Gonçalves Filho - Me
1480,1007.,M arllon dos Santos Pereira,Figueirense - SC,Gt Agenciamento Esportivo Ltda
1481,1008.,M arlon Adriano Prezotti,Ceará - CE,R&r Sports Consultoria Esportiva Ltda
1482,1009.,M arlon Rodrigues Freitas,Atlético - GO,Mmb Sports Participações
1483,1010.,M arlon Rodrigues Xavier,Fluminense - RJ,Kr Consultoria Desportiva Ltda
1484,1011.,M arrony da Silva Liberato Silveira,Atlético - MG,The Agency Brasil Ltda
1485,1012.,M artin Nicolas Benitez,Vasco da Gama - RJ,Gol Brasil Ltda
1486,1013.,M ateo Velasco Diaz,Grêmio - RS,Avenatti Assessoria E Consultoria
1488,1014.,M ateus da Silva Oliveira,Sport - PE,Nordeste Agenciamento Esportivo Ltda
1489,1015.,M ateus Eduardo Alves da Silva,Joinville - SC,Perfill Soccer Ltda - Me
1490,1016.,M ateus Ferreira,Grêmio - RS,Prattes Planejamento E Gestao
1492,1017.,M ateus Gustavo Sales de Jesus,Vitória - BA,Gold Sports Assessoria E Gestão
1494,1018.,M ateus Henrique Alves Silva,America - MG,Fmage Assessoria Esportiva S/a
1495,1019.,M ateus Nascimento Soares,Fluminense - RJ,Antoniu S Assessoria Esportiva Ltda
1496,1020.,M ateus Oliveira Mendes,Palmeiras - SP,Gilson Pereira Turiani
1497,1021.,M ateus Souza Moraes,Vitória - BA,Antoniu S Assessoria Esportiva Ltda
1498,1022.,M atheus Alessandro dos Santos Pereira,Fluminense - RJ,Tiago Guadagno Geraldo - Me
1499,1023.,M atheus Alfredo Cadorini da Silva,Internacional - RS,Nato & Zola Sports Agency
1501,1024.,M atheus Antunes Ribeiro,Chapecoense - SC,Agn - Assessoria Esportiva Ltda
1502,1025.,M atheus Antunes Ribeiro,Chapecoense - SC,Agn - Assessoria Esportiva Ltda
1503,1026.,M atheus Barbosa Teixeira,Avaí - SC,Agência 90 Minutos Empreendientos E
1505,1027.,M atheus Barcelos da Silva,Botafogo - RJ,Champion Barra Sport E Marketing -
1507,1028.,M atheus Batista Pontes,FC SKA BRASIL - SP,Don Sports Agency Assessoria Ltda
1508,1029.,M atheus Boff,Tubarão - SC,Cabistani & Breyer Ltda
1509,1030.,M atheus Bungenstab Stockl,Atlético - MG,Juliano de Carvalho Davila
1510,1031.,M atheus Cunha Queiroz,Flamengo - RJ,F J B Sports Ltda Me
1511,1032.,M atheus de Paula Gonçalves,Oeste - SP,Tycoon Sports - Assessoria E Marketing
1513,1033.,M atheus de Vargas,Atlético - GO,Think Ball E Sports Consulting Ltda
1514,1034.,M atheus dos Santos Nascimento,Figueirense Esporte,All Sports Gerenciamento E Consultoria
1516,1035.,M atheus Fernando Cavichioli,America - MG,Habilis Gerenciamento Em Futebol
1518,1036.,M atheus Fernando Cavichioli,America - MG,Habilis Gerenciamento Em Futebol
1520,1037.,M atheus Fernando Cavichioli,America - MG,Habilis Gerenciamento Em Futebol
1522,1038.,M atheus Fernando Cavichioli,America - MG,Habilis Gerenciamento Em Futebol
1524,1039.,M atheus Ferraz Pereira,Fluminense - RJ,Nilson Simplicio Assessoria Esportiva
1526,1040.,M atheus Filipe Madureira Silva,America - MG,Fmage Assessoria Esportiva S/a
1527,1041.,M atheus França de Oliveira,Flamengo - RJ,Lifepro Consultoria E Assessoria Ltda.
1528,1042.,M atheus Gabriel Julião Damasceno,Vasco da Gama - RJ,Cs Sports – Promoção E Comércio de
1532,1043.,M atheus Galdezani,Bahia - BA,Duts Marketing Esportivo Ltda - Me
1533,1044.,M atheus Giulliano Martins Ferreira,América - RJ,Celso Antonio Figueiredo Lopes
1534,1045.,M atheus Henrique Cassini de Paula,Fluminense - RJ,Fgf Sports Eireli
1535,1046.,M atheus Henrique Correa Santos,Grêmio - RS,Berti Sports Ltda
1536,1047.,M atheus Henrique de Moura Souza,Avaí - SC,Premier Soccer Participaçoes
1538,1048.,M atheus Henrique de Souza,Grêmio - RS,Fms Gestao Esportiva Ltda
1539,1049.,M atheus Henrique Frizzo,Grêmio - RS,Danilo Ricchetti Basso – Me
1540,1050.,M atheus Henrique Frizzo,Atlético - GO,Danilo Ricchetti Basso – Me
1541,1051.,M atheus Henrique Frizzo,Botafogo - RJ,Danilo Ricchetti Basso – Me
1542,1052.,M atheus Henrique Miranda do,Sport - PE,Nordeste Agenciamento Esportivo Ltda
1544,1053.,M atheus Isaias Carvalho Chagas de,São Bento - SP,Andre Luis de Souza Oliveira - Eireli
1546,1054.,M atheus Junio de Brito Oliveira,Anápolis - GO,Ailton Lourenço de Sousa
1547,1055.,M atheus Martinelli Lima,Fluminense - RJ,Adm Esporte Futebol E Agenciamento
1549,1056.,M atheus Mendes Werneck de Oliveira,Csa - AL,Eleven Assessoria E Gestão Esportiva
1551,1057.,M atheus Monteiro Martins,7 de Abril - RJ,Oeste Rio Eventos Ltda
1552,1058.,M atheus Moraes Macario de Souza,Angra dos Reis Esporte,Marcos Antonio Bonfim da Silva
1554,1059.,M atheus Neris Graca,Cruzeiro - MG,F J B Sports Ltda Me
1555,1060.,M atheus Nunes Oliveira,Grêmio - RS,P4 Markentg E Consultoria Eireli
1556,1061.,M atheus Oliveira Santos,Atlético - GO,Elenko Sports Ltda
1557,1062.,M atheus Pereira de Souza,Cruzeiro - MG,Gc Sports Agenciamento Esportivo Ltda
1559,1063.,M atheus Reis Serena,7 de Abril - RJ,Oeste Rio Eventos Ltda
1560,1064.,M atheus Rezende de Lima,7 de Abril - RJ,Oeste Rio Eventos Ltda
1561,1065.,M atheus Saldanha Moreira,Santos - SP,As Assessoria Empresarial Ltda
1562,1066.,M atheus Santiago Marques,São José - SP,Sergio Dias Assessoria Esportiva Ltda.
1563,1067.,M atheus Santos da Silva,America - MG,Maely Guilherme Botelho Coelho
1564,1068.,M atheus Silva do Sacramento,FC SKA BRASIL - SP,Pedro Magalhaes dos Santos
1565,1069.,M atheus Sousa de Jesus,Red Bull Bragantino - SP,Elenko Sports Ltda
1566,1070.,M atheus Sousa de Jesus,Juventude - RS,Elenko Sports Ltda
1567,1071.,M atheus Sousa Pereira,Atlético - GO,Mmb Sports Participações
1568,1072.,M atheus Torres da Silva,Ceará - CE,Brazilsport Assessoria Desportiva Ltda
1569,1073.,M atheus Victor de Araujo Rocha,Oeste - SP,Unick Football Consultoria E Marketing
1571,1074.,M atheus Vieira Campos Peixoto,Ponte Preta - SP,Mmb Sports Participações
1572,1075.,M atheus Vieira Campos Peixoto,Juventude - RS,Mmb Sports Participações
1573,1076.,M atteo Amaral Amoroso dos Santos,Internacional - RS,Dg Consultoria E Gestao Esportiva Ltda
1574,1077.,M attheus de Andrade Gama de Oliveira,Coritiba - PR,U1st Sports Brasil Consultoria Esportiva
1576,1078.,M auricio Anibal Isla Isla,Flamengo – RJ,Asesorias e Inversiones AIM Futbol
1578,1079.,M auricio Barbosa Teixeira,Oeste - SP,Elenko Sports Ltda
1579,1080.,M auricio Junior Lima Rodrigues,Coimbra Sports - MG,Pro-futebol Administração Ltda
1580,1081.,M auricio Junior Lima Rodrigues,Coimbra Sports - MG,Pro-futebol Administração Ltda
1581,1082.,M auricio Magalhaes Prado,Internacional - RS,Link Assessoria Esportiva E Propaganda
1583,1083.,M auricio Moraes Salgado,Internacional - RS,Sow Sports Treinamentos E Negocios
1585,1084.,M ax Alves da Siva,Flamengo - RJ,Ferreira Representacoes Profissionais
1587,1085.,M ax Alves da Siva,Flamengo - RJ,Ferreira Representacoes Profissionais
1589,1086.,M aycon Bezerra Vieira Lima,Flamengo - RJ,Agon Empreendimentos Esportivos
1591,1087.,M aycon Cleiton de Paula Azevedo,Red Bull Bragantino - SP,Rec Sports Assessoria Esportiva - Eireli
1592,1088.,M bami Djeuta Dupond Laurel,Planaltina - DF,Goldplay Assessoria Esportiva Ltda
1593,1089.,M essias Rodrigues da Silva Junior,Ceará - CE,Sports Winners Participações Ltda
1594,1090.,M etinho Silu,Fluminense - RJ,Pmsm Publicidade E Comunicacao Ltda
1595,1091.,M icael William da Silva Correa,Novorizontino - SP,Armstrong de Oliveira Silva Eireli
1596,1092.,M ichael Matias Fracaro,Atlético - MG,Dunkirk Esportes Ltda
1597,1093.,M ichael Sillas de Almeida,São Paulo Crystal - PB,Thiago dos Santos Soares
1598,1094.,M ichel Douglas Guedes,Csa - AL,Mmb Sports Participações
1599,1095.,M iguel dos Santos Silva,Palmeiras - SP,M J F Publicidade E Promocoes Ltda
1600,1096.,M iguel Vinicius Souza da Silva,Fluminense - RJ,Gold Player Sports Assessoria E
1602,1097.,M ikael Raitz Mendes,Paraná - PR,Rinaldi E Veloso Agenciamento E
1604,1098.,M ike dos Santos Nenatarvicius,Chapecoense - SC,Pro Futebol Assessoria Administrativa
1606,1099.,M ike dos Santos Nenatarvicius,Chapecoense - SC,Pro Futebol Assessoria Administrativa
1608,1100.,M illene Karine Fernandes Arruda,Internacional - RS,Nilson Simplicio Assessoria Esportiva
1610,1101.,M ilton Wallace Moraes Pompeu,Remo - PA,Fmil Sports Gestao Esportiva Ltda
1611,1102.,M urilo Antonio da Silva Pereira,Santo André - SP,Ecm Sports Marketing Intermediacoes
1613,1103.,M urilo Rangel Barbosa,Novorizontino - SP,Fmil Sports Gestao Esportiva Ltda
1614,1104.,M ycael Pontes Moreira,Athletico Paranaense -,Rocha Loures Consultoria Em Esportes
1616,1105.,M ylena Gomes Pedroso,Red Bull Bragantino - SP,Transfer Soccer Consultoria Em Gestao
1618,1106.,Na dson da Silva Almeida,Csa - AL,Hasc Sports Consultoria Esportiva Ltda
1619,1107.,Na talia Carvalho da Silva,São Paulo - SP,R W M Martins Assessoria Esportiva
1621,1108.,Na tan Bernardo de Souza,Flamengo - RJ,Brio Pro Intermediacao Esportiva Ltda
1622,1109.,Na tan Bernardo de Souza,Red Bull Bragantino - SP,Link Assessoria Esportiva E Propaganda
1624,1110.,Na tan Masiero,Ceará - CE,Tac 11 Esportes Ltda
1625,1111.,Na tan Rodrigues de Sales,Palmeiras - SP,Luck Sports Ltda - Epp
1626,1112.,Na tanael Batista Pimenta,Atlético - GO,F J B Sports Ltda Me
1627,1113.,Na tanael Moreira Milouski,Coritiba - PR,Rocha Loures Consultoria Em Esportes
1629,1114.,Na thalia Rodrigues Lopes,Atlético - MG,Alexandre Rodrigues Carneiro - Me
1630,1115.,Na thalia Rodrigues Lopes,Ceará - CE,Alexandre Rodrigues Carneiro - Me
1631,1116.,Na than Allan de Souza,Atlético - MG,Buga Assessoria Em Marketing
1633,1117.,Na than de Jesus Lourenço,Fluminense - RJ,Fuse Sport Maneger Assessoria E
1635,1118.,Na than Palafoz de Sousa,Corinthians - SP,Bs Soccer Publicidade E Imagens Ltda
1636,1119.,Na than Uiliam Fogaca,Coritiba - PR,Gr2 Gestao E Marketing Ltda
1637,1120.,Na thanael Ananias da Silva,Atlético - GO,The Agency Brasil Ltda
1638,1121.,Ne ilton Meira Mestzk,Coritiba - PR,H.w.s Intermediacoes de Negocios
1640,1122.,Ne wton Aubrey Williams Richards,Palmeiras - SP,Taianan Imbere Linhares Welker
1641,1123.,Ne y Franco da Silveira Junior,Cruzeiro - MG,LL Sports Consultoria E Agenciamento
1643,1124.,Ni colas Alexandre Severino Sabino,Ceará - CE,Global Soccer E Entertainment Eventos
1644,,Rangel,,Esportivos Ltda - Me
1645,1125.,Ni colas Bortolotte Prado Vieira,Votuporanguense - SP,Carlos Pereira Figueiredo
1646,1126.,Ni colas Leiden Marquez Olivera,FC SKA BRASIL - SP,Cla do Futebol Sports E Participacoes
1648,1127.,Ni colas Miguel Morsch,Internacional - RS,Otb Lab Consultoria Esportiva Ltda
1649,1128.,Ni colas Nunes Ferri,Juventude - RS,Lf Soccer Representações Ltda - Me
1650,1129.,Ni colas Vichiatto da Silva,Atlético - GO,Rocha Loures Consultoria Em Esportes
1652,1130.,Ni colas Vichiatto da Silva,Athletico Paranaense -,Rocha Loures Consultoria Em Esportes
1654,1131.,No rberto Pereira Marinho Neto,Csa - AL,Antoniu S Assessoria Esportiva Ltda
1655,1132.,Or lando Arcanjo Valnier,Athletico Paranaense -,Habilis Gerenciamento Em Futebol
1657,1133.,Os inachi Christian Ebere,Fluminense Fc de,Carpe Consultoria E Gestão Esportiva
1659,1134.,Os inachi Christian Ebere,Fluminense Fc de,Carpe Consultoria E Gestão Esportiva
1661,1135.,Os inachi Christian Ebere,Metropolitano - SC,Carpe Consultoria E Gestão Esportiva
1663,1136.,Os man de Menezes Venancio Junior,Ponte Preta - SP,Blb Sports Investimento E Marketing
1665,1137.,Pa blo Dyego da Silva Rosa,Atlético - GO,Msb Sports Representacoes Esportivas
1667,1138.,Pa blo Gabriel dos Santos,Figueirense Esporte,All Sports Gerenciamento E Consultoria
1669,1139.,Pa bulo Ryan Lopes Vieira,Sport - PE,Renata E da Silva Agenciamento de
1671,1140.,Pa pa Diene Faye,Ponte Preta - SP,Daniel Fernando Braz
1672,1141.,Pa pa Diene Faye,Ponte Preta - SP,Daniel Fernando Braz
1673,1142.,Pa trick Cruz de Moura Daniel,Figueirense Esporte,All Sports Gerenciamento E Consultoria
1675,1143.,Pa trick de Paula Carreiro,Palmeiras - SP,Ldb Sports Assessoria E Propaganda
1677,1144.,Pa trick Verhon Pertel Pereira,Bahia - BA,Antoniu S Assessoria Esportiva Ltda
1678,1145.,Pa ul Henry Heumo Loudjeu,Nacao Esportes Futebol,Wanda Tatchou Augustin Cinoncelli
1680,1146.,Pa ulo Beserra Camelo Filho,Ceará - CE,Dg Assessoria Soccer Esportiva Ltda -
1682,1147.,Pa ulo Bianqueti Romero,Chapecoense - SC,D 8 Esportes E Organizacao de Eventos
1684,1148.,Pa ulo Eduardo Ferreira Godinho,Cruzeiro - MG,Vtn Image Representação E
1686,1149.,Pa ulo Henrique de Oliveira Alves,Paraná - PR,Rinaldi E Veloso Agenciamento E
1688,1150.,Pa ulo Henrique de Oliveira Alves,Juventude - RS,Rinaldi E Veloso Agenciamento E
1690,1151.,Pa ulo Henrique Pereira da Silva,São Paulo - SP,Blb Sports Investimento E Marketing
1692,1152.,Pa ulo Marcio Simoes da Silva,Boa - MG,Cavalcanti Assessoria Desportiva Eireli
1693,1153.,Pa ulo Marcos de Jesus Ribeiro,Cuiabá - MT,Prattes Planejamento E Gestao
1695,1154.,Pa ulo Mazoti Azevedo,Santos - SP,F8 Sports Ss Ltda
1696,1155.,Pa ulo Ricardo Alves Ibelli,America - MG,As Assessoria Empresarial Ltda
1697,1156.,Pa ulo Ricardo Ferreira,Figueirense - SC,Lova Sport Limited Servicos
1699,1157.,Pa ulo Roberto Moccelin,Chapecoense - SC,Lipatin Sports Ltda
1700,1158.,Pa ulo Roberto Valoura Junior,America - MG,Brazil Soccer Sports Management Ltda
1701,1159.,Pa ulo Sergio Luiz de Souza,Ponte Preta - SP,Romulo Noronha Agenciamento
1703,1160.,Pa ulo Victor Azevedo Lopes,Sport - PE,D. Camargo Coracini Assessoria
1705,1161.,Pa ulo Victor de Almeida Barbosa,Botafogo - RJ,Bs Soccer Publicidade E Imagens Ltda
1706,1162.,Pa ulo Victor de Souza Ferreira,Atlético - MG,Raiany Cristina Vitor Nassrala da Silva -
1708,1163.,Pe dro Andrade Cruz,Internacional - RS,Ss27 Sports E Participacoes Ltda
1709,1164.,Pe dro Antonio Pimentel Ferreira,Ponte Preta - SP,Welt Sports Gestão de Carreiras Ltda
1710,1165.,Pe dro Caracoci de Oliveira,Csa - AL,Pmsm Publicidade E Comunicacao Ltda
1711,1166.,Pe dro Carneiro Miranda,Resende - RJ,Ole Sport & Intermediacoes Ltda
1712,1167.,Pe dro Gabriel Pereira Lopes,Athletico Paranaense -,Elenko Sports Ltda
1714,1168.,Pe dro Gabriel Pereira Lopes,Oeste - SP,Elenko Sports Ltda
1715,1169.,Pe dro Gabriel Pereira Lopes,Oeste - SP,Elenko Sports Ltda
1716,1170.,Pe dro Gabriel Pereira Lopes,Oeste - SP,Elenko Sports Ltda
1717,1171.,Pe dro Gabriel Pereira Lopes,Red Bull Bragantino - SP,Elenko Sports Ltda
1718,1172.,Pe dro Guilherme Abreu dos Santos,Flamengo - RJ,Pgb Sports Management Ltda - Epp
1719,1173.,Pe dro Guilherme Abreu dos Santos,Flamengo – RJ,Agência 90 Minutos Empreendientos E
1721,1174.,Pe dro Guilherme Abreu dos Santos,Flamengo – RJ,Football Capital Gestão Desportiva Ltda
1722,1175.,Pe dro Henrique Azevedo Pereira,Vitória - BA,Professional Talents Assessoria
1724,1176.,Pe dro Henrique Carvalho Camara,Figueirense Esporte,All Sports Gerenciamento E Consultoria
1726,1177.,Pe dro Henrique de Castro Silva,Botafogo - RJ,Brazil Soccer Sports Management Ltda
1727,1178.,Pe dro Henrique Evangelista da Silva,America - MG,Tfm Agency Marketing Esportivo Ltda
